teknik_1,teknik_2,teknik_3,teknik_4,teknik_5,teknik_6,teknik_7,teknik_8,teknik_9,teknik_10,sosial_1,sosial_2,sosial_3,sosial_4,sosial_5,sosial_6,sosial_7,sosial_8,sosial_9,sosial_10,mipa_1,mipa_2,mipa_3,mipa_4,mipa_5,mipa_6,mipa_7,mipa_8,mipa_9,mipa_10,feb_1,feb_2,feb_3,feb_4,feb_5,feb_6,feb_7,feb_8,feb_9,feb_10,sastra_1,sastra_2,sastra_3,sastra_4,sastra_5,sastra_6,sastra_7,sastra_8,sastra_9,sastra_10,pendidikan_1,pendidikan_2,pendidikan_3,pendidikan_4,pendidikan_5,pendidikan_6,pendidikan_7,pendidikan_8,pendidikan_9,pendidikan_10,kesehatan_1,kesehatan_2,kesehatan_3,kesehatan_4,kesehatan_5,kesehatan_6,kesehatan_7,kesehatan_8,kesehatan_9,kesehatan_10,minat
4,5,4,4,3,5,5,3,4,3,1,1,3,4,3,1,2,3,4,1,4,2,2,1,1,2,2,3,2,3,4,4,4,2,1,4,3,2,1,2,2,2,2,4,4,4,3,2,4,3,4,3,3,1,4,1,4,4,3,1,2,1,4,4,3,3,4,4,4,3,Teknik
3,5,3,4,4,4,4,3,5,4,3,1,4,3,4,3,2,1,4,3,1,1,2,4,4,1,3,1,1,1,3,4,4,4,3,1,2,1,4,1,3,3,2,3,1,2,3,2,3,4,4,1,2,4,3,1,2,4,4,2,2,2,4,3,3,4,2,1,1,2,Teknik
3,5,4,3,3,5,3,3,4,3,4,3,2,1,4,2,3,1,1,4,4,2,3,4,2,3,3,2,3,2,2,4,2,2,4,2,4,3,4,3,2,1,4,4,3,3,1,4,1,2,2,3,1,3,4,3,4,4,1,2,1,2,1,4,1,4,2,2,2,3,Teknik
5,5,5,5,4,5,5,3,3,4,4,2,2,1,3,2,2,3,1,2,2,2,2,3,3,4,1,2,3,3,4,1,3,2,2,3,4,4,4,1,1,4,4,4,3,4,2,1,1,3,1,3,3,3,2,2,1,1,4,4,1,1,4,3,2,4,4,2,4,2,Teknik
5,5,4,3,5,5,3,4,5,3,3,4,3,1,3,2,2,4,4,1,4,4,3,3,1,2,2,3,4,3,4,3,4,2,4,3,4,2,1,1,1,2,3,4,2,1,3,4,2,2,2,2,4,2,1,3,3,4,4,1,3,1,1,2,2,3,4,2,2,1,Teknik
3,5,5,4,4,4,4,3,3,5,4,4,1,4,1,3,3,4,1,1,1,1,4,1,1,1,1,4,3,2,1,3,3,4,3,4,4,2,4,1,1,4,3,3,4,1,4,4,1,3,3,3,4,1,4,2,4,4,3,2,2,1,4,1,3,4,1,4,3,4,Teknik
5,3,4,5,3,3,5,3,5,3,1,2,3,4,2,1,3,4,1,1,4,2,2,4,2,1,2,2,1,4,4,3,4,3,3,3,3,3,3,1,1,4,2,4,2,3,1,4,3,3,3,1,2,1,2,3,1,4,1,2,1,3,2,3,4,1,3,3,2,1,Teknik
4,4,4,4,5,3,3,3,4,3,3,1,2,3,4,2,4,2,2,3,2,2,1,1,4,2,3,1,3,1,2,2,1,2,1,2,2,4,3,1,2,2,4,2,2,2,4,4,3,3,2,1,2,2,3,1,3,4,4,4,1,2,2,2,3,1,1,2,4,2,Teknik
3,5,5,4,5,5,5,3,4,4,3,4,1,1,1,1,1,4,2,3,4,3,1,4,1,3,2,2,1,3,1,3,3,2,2,1,2,2,2,4,3,2,1,2,3,1,3,1,4,2,2,3,4,2,1,1,3,3,4,3,4,4,3,1,2,4,1,1,3,3,Teknik
3,3,5,5,5,5,5,5,5,5,3,4,1,3,2,3,1,4,2,4,4,2,3,4,3,1,1,3,3,3,3,1,4,3,1,1,2,3,2,2,2,4,4,3,1,2,3,2,2,3,2,3,4,4,1,4,3,1,1,4,3,2,3,1,4,2,1,2,2,3,Teknik
3,4,5,5,5,3,5,5,5,5,3,3,2,1,2,1,4,3,4,2,4,1,4,3,4,4,1,1,4,2,4,3,4,2,3,4,4,4,1,2,1,4,3,3,4,3,3,2,1,1,1,3,4,1,1,4,3,3,2,1,4,3,1,2,3,4,1,1,3,2,Teknik
4,4,5,3,4,3,5,3,5,3,2,3,3,3,3,1,2,1,1,3,1,3,3,3,3,3,4,1,4,3,2,1,1,3,2,3,2,4,1,3,2,1,2,4,3,1,4,3,1,2,4,2,4,2,3,1,4,2,2,1,4,4,3,2,4,3,2,3,2,3,Teknik
5,5,5,3,4,5,5,5,5,3,4,1,1,2,4,1,4,3,1,1,4,4,3,2,1,4,3,4,4,2,3,1,4,4,3,2,3,1,4,1,2,2,1,3,3,4,3,4,4,4,3,3,2,2,1,1,4,2,3,3,4,4,1,4,1,4,3,4,2,2,Teknik
5,5,3,4,5,5,3,5,5,4,2,4,2,3,2,4,3,4,2,4,1,4,1,2,1,1,1,2,4,2,1,2,4,3,4,2,3,3,1,4,4,2,2,1,4,3,4,4,1,2,1,2,3,4,4,1,2,4,4,3,3,4,4,1,3,2,4,3,4,3,Teknik
5,3,5,5,3,4,5,4,3,5,2,4,1,1,2,1,2,3,1,1,4,1,2,1,4,4,2,3,2,3,4,3,2,4,3,1,4,3,2,1,3,2,2,4,1,3,3,4,3,2,1,2,2,4,2,1,1,4,3,3,2,4,3,1,1,4,2,1,2,4,Teknik
4,4,3,5,4,3,3,3,3,3,2,2,3,2,4,1,4,1,3,4,1,1,3,1,4,1,4,3,1,2,3,3,2,4,4,1,4,1,2,3,4,1,2,4,1,3,1,3,3,1,4,2,3,3,3,2,1,3,2,3,4,1,4,1,3,1,3,3,3,3,Teknik
4,3,5,4,5,4,3,4,5,5,3,3,4,2,3,1,4,1,1,3,3,4,3,2,3,1,2,4,3,3,3,2,3,2,1,3,1,1,4,3,2,3,1,1,4,4,4,4,1,4,2,2,2,4,4,3,4,4,2,3,3,2,4,2,1,2,1,2,2,1,Teknik
3,4,5,3,3,4,4,4,4,4,2,4,4,2,3,4,3,4,2,4,1,4,2,3,2,3,3,2,3,2,3,3,2,4,1,1,3,4,4,3,4,1,3,3,2,4,1,4,2,4,3,3,2,4,1,1,2,3,4,2,1,4,4,1,4,2,4,1,2,2,Teknik
4,3,4,5,3,5,4,4,3,5,4,1,1,2,1,2,3,2,1,4,3,4,1,1,4,4,2,2,2,4,3,4,2,4,4,1,4,4,4,2,1,1,1,1,1,2,2,3,1,3,2,4,4,2,4,4,4,2,4,4,3,4,1,4,4,3,2,3,3,1,Teknik
3,3,3,3,4,5,5,5,3,3,4,3,1,1,4,3,2,3,2,4,4,2,4,1,1,1,2,2,4,3,4,2,2,3,4,1,4,2,1,4,2,2,4,1,2,4,4,2,2,4,1,2,1,2,1,1,2,1,3,1,2,1,1,2,3,1,1,4,3,2,Teknik
3,4,4,5,5,4,3,5,4,4,4,2,2,1,4,1,4,1,3,3,2,1,1,2,3,1,3,3,4,3,4,1,1,3,4,4,2,2,3,3,3,4,1,1,1,2,1,2,3,2,3,4,3,1,4,1,3,4,4,1,1,2,1,2,2,1,2,3,3,3,Teknik
4,4,3,3,3,4,4,4,4,4,4,3,4,2,2,4,1,4,4,1,1,3,4,4,4,3,2,4,2,2,2,3,1,2,1,3,3,3,4,3,4,4,1,4,4,1,2,3,2,1,4,2,1,4,2,1,2,4,3,1,4,3,4,3,1,2,4,1,2,1,Teknik
4,4,4,5,5,4,3,5,3,3,2,4,4,4,2,4,2,3,3,1,2,1,3,1,3,2,2,4,2,3,2,4,4,4,2,4,4,4,2,1,4,3,1,4,4,4,4,3,3,3,1,2,1,3,4,3,2,2,2,2,2,3,2,3,1,1,3,1,3,1,Teknik
3,4,4,5,4,5,3,4,5,3,1,4,3,3,3,2,1,2,2,2,2,2,3,2,3,2,2,4,1,3,1,2,2,1,3,3,4,1,4,4,4,3,1,4,1,3,2,1,3,3,4,1,1,3,3,4,4,2,1,4,1,2,1,4,4,3,1,4,3,3,Teknik
4,4,5,4,5,4,4,5,4,4,2,1,1,4,2,3,3,4,2,4,4,3,1,2,1,1,3,3,1,1,1,3,2,3,1,2,3,4,1,2,2,4,2,2,4,3,1,4,2,2,4,4,3,1,2,3,2,4,3,4,1,1,2,2,1,4,2,2,3,4,Teknik
4,3,4,5,4,3,4,4,4,5,1,3,4,2,4,1,4,3,4,2,4,4,1,4,2,3,1,3,2,2,1,4,1,3,1,2,2,1,1,2,2,3,4,4,2,2,1,3,2,3,3,4,2,3,1,1,3,4,3,2,1,3,3,4,3,1,4,4,3,1,Teknik
5,4,3,4,4,5,3,4,5,4,1,1,4,2,2,1,2,3,2,2,4,4,1,4,1,4,4,3,1,4,3,3,1,4,3,3,3,4,3,1,2,1,4,2,4,2,1,3,4,4,1,2,4,2,2,1,3,2,3,4,2,4,1,1,1,3,1,4,2,1,Teknik
4,5,3,5,4,4,3,4,4,3,2,2,1,2,2,4,3,3,3,2,1,4,3,4,1,3,3,3,4,1,1,3,1,1,1,1,3,3,3,3,4,1,2,2,2,1,3,2,3,4,3,1,4,2,3,1,3,1,3,4,4,3,1,3,4,3,3,4,1,1,Teknik
3,3,5,5,4,3,4,3,4,5,3,1,3,4,3,2,2,2,2,4,4,1,2,2,1,2,2,2,2,2,3,1,3,2,3,1,1,4,1,2,1,1,2,4,4,1,3,3,3,3,3,1,3,3,4,1,1,4,1,3,4,4,3,3,1,3,1,1,4,1,Teknik
5,4,3,3,3,3,3,3,5,5,2,2,3,3,4,1,1,3,1,3,3,1,2,2,1,3,1,4,3,1,3,3,3,4,3,3,3,3,2,3,1,1,4,4,4,4,3,1,3,2,1,4,3,3,1,3,2,2,2,2,4,1,4,4,4,1,2,3,2,1,Teknik
4,3,4,5,5,3,3,3,4,3,4,1,2,1,1,4,1,4,1,3,4,4,2,3,4,4,4,3,2,3,4,3,1,3,2,4,4,4,1,1,1,1,3,1,4,2,1,1,1,4,2,1,2,1,1,4,2,2,1,4,2,1,4,1,1,3,4,4,3,4,Teknik
5,4,4,3,5,4,5,3,5,3,4,2,4,3,3,4,4,1,4,2,2,2,4,2,1,4,1,1,3,2,2,4,2,2,2,4,4,2,1,1,2,1,3,4,1,1,1,4,2,2,3,1,1,3,4,2,2,1,4,2,1,4,2,4,2,3,2,3,3,1,Teknik
3,4,5,4,5,4,3,5,5,4,3,4,4,1,3,4,1,1,2,2,3,2,3,1,1,1,1,1,3,4,3,2,2,1,1,4,3,1,3,3,2,1,3,1,3,2,1,2,4,1,1,2,4,1,3,1,3,2,1,1,3,3,4,4,2,4,1,1,3,1,Teknik
5,3,4,3,4,5,4,4,5,4,3,1,4,2,1,1,3,2,3,2,4,1,1,2,4,1,1,4,3,1,3,2,4,2,2,1,3,4,3,2,2,1,2,3,4,1,4,4,4,3,3,1,2,2,3,1,4,2,3,4,2,2,1,3,1,3,1,2,2,2,Teknik
3,5,5,4,3,5,4,5,3,4,3,1,2,2,4,3,4,4,1,2,3,3,1,3,3,4,1,3,3,2,1,2,1,4,1,4,4,2,4,1,4,1,3,4,2,1,4,1,3,1,1,3,4,3,4,3,2,1,4,4,4,1,1,2,2,1,4,2,4,2,Teknik
3,4,5,4,3,5,3,4,4,4,1,3,4,3,2,2,2,3,4,2,2,2,4,4,2,2,2,2,4,2,1,3,3,1,3,2,1,2,1,2,2,1,3,1,1,3,3,4,2,4,3,2,1,4,4,1,3,1,2,2,4,3,2,3,1,3,4,4,3,4,Teknik
4,3,3,3,4,5,5,3,5,5,2,1,1,1,4,4,1,4,3,1,2,3,4,4,4,3,4,4,2,1,1,2,1,4,3,2,2,4,3,2,2,2,1,4,3,4,3,1,3,1,3,3,2,3,1,3,1,3,2,3,2,3,3,3,3,3,4,4,2,4,Teknik
5,5,3,4,5,3,5,3,3,5,3,1,4,3,1,2,3,3,1,3,1,1,4,3,4,4,1,1,1,3,3,1,2,1,1,1,4,4,2,3,2,3,3,2,4,2,1,4,1,2,2,1,2,4,1,4,4,4,3,2,2,4,2,4,2,3,1,2,1,1,Teknik
3,5,5,5,3,5,5,5,5,4,2,1,2,1,4,3,4,4,2,4,1,1,1,3,4,4,4,1,1,3,3,4,4,4,2,4,2,1,1,1,2,2,2,1,1,4,3,4,4,4,4,2,3,3,2,3,4,1,1,4,1,2,1,2,2,3,3,3,4,3,Teknik
5,5,3,5,3,4,4,4,4,4,2,2,2,3,1,4,2,2,1,2,4,1,3,4,1,2,3,3,1,1,4,4,4,4,3,3,2,2,1,2,2,4,3,4,3,3,2,2,2,4,4,1,2,4,4,1,4,2,1,4,3,1,1,1,2,4,1,4,3,2,Teknik
4,5,3,4,4,4,3,5,4,5,1,2,3,1,3,3,2,4,4,3,2,1,3,1,4,1,1,3,1,3,3,1,4,1,4,1,4,1,4,1,2,2,4,4,3,3,4,1,4,3,4,1,2,1,1,3,4,2,3,3,3,1,3,3,1,3,1,2,4,2,Teknik
3,4,3,3,5,5,4,3,4,3,3,2,3,1,1,2,2,1,3,3,1,3,1,1,2,4,3,2,4,1,4,2,2,4,2,3,2,4,4,1,2,2,1,2,2,2,3,3,2,3,3,4,1,1,4,2,1,3,1,4,3,3,3,4,2,1,2,3,2,2,Teknik
3,3,4,4,4,5,4,3,4,4,3,1,3,4,4,1,4,3,4,4,1,4,3,3,3,2,4,2,4,2,4,1,4,3,3,4,1,1,2,2,2,4,4,2,1,4,4,4,1,3,1,4,1,2,3,2,3,3,4,1,4,1,1,2,2,2,2,2,2,4,Teknik
4,5,4,5,4,5,4,3,5,4,3,3,4,4,1,1,2,3,3,3,2,3,4,3,2,1,1,2,4,1,3,2,3,3,1,3,1,2,3,4,4,2,1,4,4,1,1,2,4,4,1,3,3,3,3,1,1,3,1,2,1,1,4,2,4,1,1,4,3,3,Teknik
4,5,5,3,5,3,5,5,3,5,4,4,2,3,3,4,1,4,4,3,4,3,4,2,3,4,4,3,3,4,4,1,2,1,1,2,1,4,2,4,1,2,1,3,1,2,1,2,3,3,1,4,2,3,4,2,2,3,3,3,3,1,2,2,4,4,3,3,1,1,Teknik
5,4,3,3,3,5,4,3,3,4,1,2,3,3,3,4,1,2,2,2,2,4,3,1,2,1,1,2,2,1,1,4,2,3,2,4,3,1,4,1,2,3,3,2,1,1,1,3,4,1,4,3,1,3,1,1,3,4,1,3,4,4,4,2,3,1,3,3,4,2,Teknik
3,5,3,5,5,4,4,4,3,4,2,4,3,3,3,2,3,4,1,1,3,1,2,2,3,2,1,1,1,2,4,1,1,1,1,3,3,1,3,3,3,4,1,1,1,1,1,4,3,1,1,1,2,4,2,3,1,2,2,4,1,1,2,4,4,4,3,3,3,2,Teknik
3,4,3,3,3,5,3,3,4,4,2,3,3,3,1,3,4,4,1,2,1,4,4,1,1,2,2,3,4,3,1,3,1,1,3,2,1,3,4,3,4,1,3,2,2,3,2,2,1,2,1,1,2,1,2,2,2,4,1,2,4,3,4,4,1,2,1,1,1,2,Teknik
5,4,5,3,4,3,3,3,4,3,3,4,3,2,1,2,4,2,1,1,3,2,4,2,1,1,2,2,3,4,1,4,3,4,1,1,1,4,2,3,1,2,1,3,4,2,1,1,4,1,3,4,4,1,4,2,2,2,1,2,1,3,2,2,2,3,3,3,3,1,Teknik
5,5,3,3,5,5,4,4,4,4,1,1,4,4,1,2,4,4,4,1,4,2,4,3,4,3,3,4,2,2,2,2,2,2,1,1,1,4,2,2,4,3,3,1,3,1,3,2,2,1,1,3,1,2,4,2,3,4,1,2,3,3,1,3,1,2,1,1,4,2,Teknik
3,4,5,4,5,5,4,3,3,5,3,4,3,3,2,4,3,4,1,4,3,3,1,1,4,1,3,4,4,4,2,2,3,1,2,4,1,3,4,3,1,2,1,4,2,1,4,2,1,3,4,1,4,2,4,1,4,3,2,2,1,4,1,1,4,1,3,2,4,1,Teknik
4,3,4,5,5,4,4,5,5,5,4,1,2,1,1,4,4,4,1,1,4,4,2,2,1,1,2,3,3,4,4,1,2,3,1,2,1,1,1,3,4,4,3,4,3,2,3,3,4,1,3,2,2,3,4,2,1,2,4,1,3,4,4,2,1,1,4,2,3,1,Teknik
5,4,4,3,3,4,5,3,4,4,3,4,2,1,2,4,3,4,3,3,3,3,4,1,4,1,4,2,3,4,3,3,3,2,4,1,3,3,1,2,1,1,4,4,4,3,3,3,2,2,3,3,1,2,1,3,4,1,1,3,4,1,2,2,2,2,1,3,3,1,Teknik
4,5,3,5,3,4,5,5,3,3,2,3,3,1,4,2,3,1,2,4,4,1,4,4,1,3,3,1,4,1,3,3,1,1,1,4,4,1,3,3,2,3,3,4,1,4,1,1,2,4,2,4,3,1,4,1,4,1,2,1,2,3,1,1,2,3,1,3,3,4,Teknik
3,4,5,4,5,4,4,4,3,3,4,4,2,2,3,1,3,2,4,2,3,3,1,2,1,4,3,3,1,1,2,2,2,1,1,4,2,2,2,3,1,2,1,3,2,2,1,1,4,2,3,2,3,2,1,2,3,3,1,3,2,2,2,3,3,1,3,4,3,3,Teknik
4,4,4,5,4,5,3,5,5,5,2,3,4,1,4,2,3,1,2,2,1,1,3,4,3,3,1,1,3,2,1,4,3,4,2,3,2,1,1,2,4,4,1,2,4,3,3,4,2,4,3,4,4,3,4,1,2,1,3,2,1,1,2,1,4,1,4,1,2,1,Teknik
3,5,3,5,5,3,3,3,5,4,2,3,2,1,3,3,2,2,4,3,3,2,1,4,4,1,1,3,3,4,3,4,1,1,1,4,2,4,1,1,4,2,3,3,4,2,3,4,4,2,4,4,3,2,4,2,2,2,2,1,2,4,1,2,3,2,1,3,2,4,Teknik
3,3,3,5,5,5,5,4,3,4,4,1,2,4,2,4,4,1,2,1,3,3,4,2,4,1,3,1,1,2,3,4,3,2,3,4,3,3,3,1,1,2,3,4,3,1,4,1,4,3,1,2,1,4,1,2,1,2,2,1,2,1,4,2,1,4,4,2,4,1,Teknik
4,3,3,4,5,4,4,4,3,5,2,2,3,4,1,3,2,3,2,3,2,3,3,2,3,2,3,3,1,4,2,1,2,1,3,3,1,1,4,2,4,4,2,2,2,3,1,1,1,4,3,2,1,4,2,3,2,3,4,3,1,1,3,4,4,2,1,1,3,4,Teknik
3,5,5,4,5,3,3,5,5,4,3,4,2,1,2,1,2,4,1,1,3,3,1,2,2,4,4,4,1,1,3,4,2,3,4,4,4,4,2,1,3,4,3,4,4,4,1,4,2,2,4,1,3,3,4,1,1,4,3,4,2,4,2,2,3,4,2,3,2,3,Teknik
5,4,4,3,5,4,5,4,3,3,1,1,1,2,3,3,2,2,3,1,1,4,4,1,2,3,4,4,3,2,3,3,4,3,2,2,1,2,3,3,1,3,3,4,3,3,1,3,2,1,2,1,1,3,4,4,1,4,3,2,1,2,2,3,4,3,3,1,1,4,Teknik
4,3,4,4,3,3,5,3,5,5,2,3,2,3,3,2,3,2,2,1,2,2,3,2,1,3,2,3,2,1,3,1,1,3,1,1,3,2,1,3,2,2,3,2,1,2,1,2,1,2,1,3,1,1,2,4,1,4,3,3,2,4,4,2,3,2,4,2,2,2,Teknik
5,4,4,3,3,4,3,5,5,3,3,3,3,2,4,3,1,1,2,3,2,2,3,4,1,1,1,3,2,1,2,4,4,2,1,4,2,3,2,2,3,4,2,1,4,2,3,2,3,4,3,3,4,1,3,3,4,3,1,4,3,1,2,2,3,2,3,4,1,3,Teknik
3,5,5,4,4,4,4,4,3,3,2,3,1,3,2,1,1,3,1,4,1,1,3,3,1,1,4,1,1,1,4,2,1,3,2,3,3,3,3,1,1,2,2,4,3,1,2,3,4,3,2,1,2,4,2,1,4,2,3,3,1,2,4,4,4,4,1,2,1,2,Teknik
4,5,3,3,5,3,3,5,5,3,4,2,2,3,3,3,3,4,2,3,4,4,3,1,1,3,4,2,1,4,4,4,3,4,3,4,4,4,1,3,4,2,4,4,2,4,2,3,2,2,1,4,2,3,3,1,2,2,4,3,2,3,2,4,4,3,2,4,4,2,Teknik
4,4,4,3,3,3,3,3,5,5,2,2,4,1,2,3,4,4,4,1,1,2,1,1,2,1,1,4,4,2,1,1,1,3,1,1,2,4,4,4,1,2,2,2,1,4,4,2,1,1,3,3,4,3,3,3,2,3,4,2,4,2,3,2,1,4,4,3,2,4,Teknik
3,3,5,4,4,4,5,3,4,5,2,2,1,1,3,3,4,1,2,1,3,4,2,2,4,1,3,1,3,1,3,3,1,4,2,4,1,2,1,3,1,4,1,2,4,2,4,2,1,2,1,1,4,2,2,1,4,1,4,3,2,1,2,2,4,2,4,1,2,4,Teknik
3,3,5,4,5,3,5,5,4,5,4,3,4,1,1,1,1,1,3,4,1,3,1,3,3,4,4,2,4,2,1,1,2,1,3,4,1,3,2,2,2,4,2,2,2,3,4,1,3,3,4,1,1,1,4,4,2,3,3,1,4,1,1,1,1,2,2,3,1,1,Teknik
5,4,4,5,3,4,3,4,3,4,2,1,4,2,3,1,4,1,1,2,4,1,2,3,2,4,1,4,4,2,4,4,4,1,1,1,3,4,4,4,1,4,2,4,2,2,2,1,1,1,4,4,1,3,1,1,4,3,4,4,1,4,2,1,3,3,3,1,3,2,Teknik
3,4,3,3,3,4,3,3,5,3,2,2,1,1,3,2,4,2,2,4,1,1,1,1,4,2,1,4,2,1,2,3,2,2,2,4,2,4,2,4,1,2,4,3,1,2,1,1,4,4,4,3,4,1,2,4,1,3,2,3,4,4,4,2,2,1,2,3,4,3,Teknik
5,3,4,5,4,3,5,3,3,4,4,1,3,2,2,1,3,2,1,2,2,3,2,4,3,3,3,3,4,1,1,1,4,1,4,1,3,4,3,2,4,1,2,1,3,3,4,4,1,4,2,2,4,3,1,1,3,4,2,1,4,1,1,1,3,3,4,3,4,3,Teknik
3,3,4,5,3,4,4,4,4,4,3,4,4,1,2,1,4,2,2,2,4,3,3,3,1,1,2,2,2,4,3,1,2,4,4,2,4,4,2,1,1,1,1,4,4,4,4,2,2,4,3,3,1,1,4,1,4,2,3,4,3,3,1,4,1,2,2,1,4,3,Teknik
5,4,5,4,3,3,3,4,3,4,3,4,2,2,1,3,2,2,1,1,2,4,1,1,2,1,1,1,2,1,1,1,2,4,3,3,2,3,3,2,1,3,1,1,1,3,2,1,1,1,3,4,1,3,1,1,4,1,1,1,2,3,1,3,4,1,4,2,3,2,Teknik
5,4,4,3,5,3,3,3,3,4,2,2,4,3,2,1,3,2,1,4,4,1,1,3,4,1,2,1,4,1,3,2,2,3,2,1,1,2,4,2,1,2,4,4,2,2,1,1,1,4,3,4,2,2,4,3,3,1,4,1,3,2,3,2,3,1,3,2,3,1,Teknik
3,3,5,4,5,4,3,4,5,3,1,1,2,1,1,1,4,2,4,4,4,1,1,3,4,2,1,2,1,1,3,3,4,4,4,3,2,4,1,2,4,2,1,2,1,3,4,1,2,3,1,2,3,1,1,3,4,3,3,2,4,4,2,4,4,2,2,1,2,4,Teknik
5,3,4,5,4,3,5,4,5,5,1,4,1,3,2,4,3,4,4,3,2,2,4,2,2,2,4,4,1,2,1,4,4,3,4,3,3,3,4,4,3,3,1,2,1,2,2,4,1,2,4,3,1,1,2,3,4,2,3,1,1,1,1,1,4,3,2,3,2,4,Teknik
3,4,4,4,3,5,5,4,3,5,2,2,1,4,2,3,4,2,1,2,2,1,2,2,3,2,1,3,3,4,3,1,3,3,2,2,2,2,1,4,3,4,3,4,4,2,3,4,1,1,2,4,1,3,1,2,1,1,3,3,3,1,1,4,2,3,4,1,1,2,Teknik
3,3,3,3,5,5,4,3,3,4,3,3,1,4,4,1,3,2,3,2,4,3,2,3,3,1,2,4,1,3,1,4,1,2,2,4,3,4,2,1,2,1,2,4,1,1,4,4,3,2,1,2,2,1,2,4,2,1,3,1,3,1,4,4,2,1,4,2,3,3,Teknik
5,3,4,3,3,3,5,4,5,3,2,2,4,4,2,1,1,1,2,4,4,4,1,2,4,1,3,4,4,3,4,3,3,2,2,2,4,1,2,1,2,1,4,3,4,1,1,4,3,3,4,4,1,4,2,3,3,4,2,3,1,3,2,3,2,3,1,4,1,1,Teknik
4,5,3,5,4,3,3,4,5,3,4,1,4,2,4,4,1,2,2,4,4,2,2,4,2,1,3,4,1,4,2,1,2,2,2,2,3,1,2,3,4,1,4,2,4,4,1,2,2,2,2,3,3,4,1,3,4,3,1,2,1,3,3,2,4,1,2,2,3,3,Teknik
5,3,5,5,5,4,4,5,3,4,1,2,3,4,4,2,2,3,2,2,4,4,3,2,4,1,4,4,3,3,4,4,3,2,4,3,4,1,1,4,4,3,1,3,1,4,1,3,2,1,1,1,2,3,2,2,1,1,1,4,4,3,1,1,4,1,4,3,1,3,Teknik
3,3,5,5,4,4,4,4,3,3,4,3,2,3,4,4,3,4,3,1,2,4,2,3,2,4,2,3,1,3,1,1,4,1,1,2,1,4,4,3,1,3,4,1,1,4,1,2,4,1,1,1,4,2,3,2,4,2,1,1,4,4,3,2,2,1,1,4,4,3,Teknik
5,4,3,3,5,3,3,4,3,3,2,2,4,4,2,1,3,2,3,3,3,3,1,1,2,3,4,3,4,3,1,4,4,2,3,3,3,1,2,4,3,3,3,4,2,3,2,4,3,1,2,3,1,4,1,4,1,2,1,4,1,2,1,4,2,4,1,1,4,4,Teknik
3,4,5,4,3,4,3,4,5,4,2,4,3,3,2,2,2,3,3,3,4,4,3,2,4,4,3,3,3,4,2,1,4,4,2,1,3,2,1,1,1,2,2,3,1,4,4,3,2,2,1,4,3,1,2,1,3,1,1,3,1,2,1,2,1,4,1,4,2,4,Teknik
4,4,3,5,5,3,3,3,5,5,4,4,3,1,1,4,3,3,3,4,1,2,4,3,2,2,1,1,1,3,3,1,4,4,4,4,3,2,3,2,1,3,2,4,4,3,1,2,2,1,2,2,3,1,1,2,3,4,1,3,3,4,2,3,3,1,1,2,4,2,Teknik
4,3,5,4,4,3,3,3,4,3,4,4,1,2,4,2,1,2,3,3,2,3,1,4,4,3,4,4,3,4,2,3,1,3,4,1,3,4,4,2,2,3,4,3,4,3,1,1,4,2,4,2,3,2,2,4,2,2,1,1,2,2,4,2,3,2,4,2,3,3,Teknik
3,3,4,3,4,3,3,3,4,5,3,2,3,3,4,4,1,3,2,2,4,2,4,3,2,4,2,1,2,3,4,3,1,4,4,2,2,2,3,4,4,3,1,2,2,2,3,4,2,3,3,3,1,1,4,4,4,1,4,4,1,2,2,3,2,2,1,4,2,2,Teknik
4,4,4,3,4,5,5,4,5,5,4,4,4,3,1,3,1,1,2,4,4,3,2,2,1,3,1,3,1,4,3,1,4,3,2,3,3,4,2,4,4,1,3,4,1,3,2,3,2,4,1,1,1,1,3,2,2,3,3,4,1,1,4,1,4,1,1,2,3,1,Teknik
5,4,5,4,5,4,5,5,4,5,3,3,3,2,3,1,4,4,2,4,4,4,3,1,1,3,3,1,2,4,4,1,3,4,4,2,4,4,2,3,4,3,3,3,3,4,3,1,4,3,4,2,2,1,3,1,3,3,1,2,1,3,1,3,2,3,1,3,3,4,Teknik
5,3,5,3,5,5,3,3,4,3,4,3,3,2,4,4,3,3,2,2,4,4,2,3,4,2,2,1,1,1,2,2,1,1,2,1,2,3,3,3,3,2,2,1,3,4,1,1,3,1,3,3,1,3,2,1,1,1,2,1,4,4,3,3,3,2,4,2,1,4,Teknik
3,5,5,5,5,5,5,4,4,5,1,4,1,4,2,4,3,4,1,4,1,2,3,2,2,2,4,3,4,2,4,3,3,2,3,1,1,2,4,1,2,4,4,4,1,2,1,1,1,2,2,2,4,2,2,3,2,3,1,4,1,2,3,1,4,1,3,1,3,4,Teknik
4,3,5,5,5,3,5,3,5,3,4,4,4,1,3,3,4,1,4,4,1,1,3,3,1,1,1,3,4,1,1,2,4,1,1,4,4,1,2,1,3,3,3,3,1,2,4,2,4,1,4,3,1,1,1,4,4,1,4,4,2,3,2,1,1,2,1,2,1,4,Teknik
3,5,4,5,3,4,4,3,4,4,3,4,2,4,4,3,2,4,2,2,2,4,4,4,4,3,4,2,1,3,3,4,3,3,1,4,2,4,4,4,3,1,4,2,2,3,3,2,4,2,4,4,4,3,1,3,1,2,2,1,3,2,1,4,1,2,3,2,2,2,Teknik
